,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,-5.658359613413804e-20,-7.110037908551969e-19,-8.330823010005864e-19,-5.078514192196722e-19,-3.672433461508934e-19,-4.956547554480764e-19,-4.897144587093569e-19,-2.0124047993527589e-19,-5.754180974805444e-21,2.3903002846672733e-19,4.777274147336768e-19,3.9586874744411136e-19,2.7929757953482293e-19,4.385150179503578e-19,8.104417950208087e-19,6.296777108930207e-19,-8.517799705842671e-20,7.338687458685899e-20,-3.3644184065171975e-19,-5.672073652583412e-19,-4.376249395883629e-19,-1.9123608869822792e-19,2.013572220170294e-19,3.741266039971766e-19,-6.49124033395871e-20,-4.395291803924926e-19,-1.8696606904260921e-19,1.7242740533637535e-19,3.721663735286234e-19,5.560630225885197e-19,3.949501889629138e-19,-1.4654608572504633e-19,-3.8649706036180206e-19,-1.0339554789530012e-18,-1.3088784520940108e-18,8.971078815221963e-19,1.766501671400989e-18,-1.2494047308966769e-18,-2.4676668144392536e-18,-1.516063364507283e-18,-1.0402182749688634e-18,-1.4699793223445015e-18,-2.3715779098666074e-18,-1.0522274797759606e-18,1.874131774616527e-18,6.788041201195964e-19,-1.5576599436377864e-18,-1.1084842376880904e-18,2.4405629576910935e-18,1.6302978715926877e-18,-6.169645330431601e-19,-1.6762265209713042e-18,9.670547507329165e-19,1.7314532957308879e-18,-6.712027425239735e-19,-1.903813125004267e-18,-1.925322262802549e-18,-1.839265449672639e-18,-4.949759277795293e-19,1.8833489473952175e-18,7.523056776597112e-19,-1.8308789418331673e-18,-4.939226560476037e-19,1.8133471817950802e-18,0
1,-1.4980152820114027e-19,-8.658871756014802e-19,-7.076462617978636e-19,-1.8471408524688602e-19,1.2879119109689547e-19,1.204656849883374e-19,-3.4795640392411065e-20,2.5062331617977193e-20,1.7010668985376746e-19,1.2212583688487866e-19,1.4042153860977532e-19,1.9942402439947541e-19,1.1962017753073611e-19,1.530816303637659e-19,5.923667220524915e-19,7.879770566293744e-19,3.474131963930169e-20,-1.1937656611011355e-19,-4.427139965891792e-19,-3.927517215517842e-19,-1.3934498460592492e-19,3.056461454309164e-20,1.6333021285727629e-19,3.664143968400957e-19,1.7743454591021921e-19,-2.7243053566786245e-19,-4.355191210967281e-19,-7.448050753229246e-20,4.800996317988198e-19,6.803021348321216e-19,3.8500995115645467e-19,9.046783088062886e-20,-3.6265300991738e-19,-1.1206287904905838e-18,-1.350639867719871e-18,8.146617615576679e-19,1.6741323675713365e-18,-1.1198562345985989e-18,-2.0337723386469804e-18,-9.386083094842177e-19,-5.682609608896891e-19,-1.3166753861780968e-18,-2.5215865451684007e-18,-1.261883792341125e-18,1.802207184909847e-18,7.319410724474644e-19,-1.5861372231172288e-18,-1.1028811153936067e-18,2.628146882185657e-18,1.6722580975211445e-18,-6.208551658442136e-19,-1.5962778374460362e-18,1.0510331295331193e-18,1.8905653978873184e-18,-4.322292197114728e-19,-1.6436922403894433e-18,-1.4632740182460097e-18,-1.3137942687432521e-18,-2.952638949123604e-19,1.7288778690862943e-18,6.322590017864629e-19,-1.5924001307424308e-18,-2.1698221442453154e-19,1.9648038456135226e-18,7
2,-2.826498765988551e-20,-2.351283588405828e-19,-1.8973621682407892e-19,-5.493995455571454e-20,-1.479978285519317e-20,3.940872786270224e-20,2.0662762485936322e-19,2.30917285026979e-19,2.5424655957094783e-21,-2.2399113319360594e-19,-2.59148250605385e-19,-1.3168422018686538e-19,-1.6962689872979956e-20,3.9879500554424597e-20,1.8754345372393415e-19,1.980214599345757e-19,-2.7407226439848674e-20,-1.1193584311073961e-19,-2.140388665574979e-19,-1.6890351791315118e-19,-8.457303185251912e-21,1.466326542986083e-19,1.4772392885308774e-19,-2.6796846423935808e-20,-7.63200926771462e-20,-6.033146892149038e-20,-1.618415152490119e-19,-2.1868199102786745e-19,-5.918346355444264e-20,2.0095712830291354e-19,2.6098699033987055e-19,8.40535504083962e-20,-1.4299339372801124e-18,-1.8231896168901192e-18,-1.6358052920179839e-18,8.07879947948348e-19,1.7698789100138565e-18,-1.099140935929852e-18,-1.956604573124227e-18,-4.532008037672203e-19,3.2952022976406533e-19,-3.981717244674175e-19,-1.855667370345961e-18,-9.501281493767888e-19,1.827904118050922e-18,6.037101868619153e-19,-1.7901033873663183e-18,-1.8280582963344435e-18,1.7935550473229328e-18,1.047186971062443e-18,-9.86419776788999e-19,-1.8023762368300463e-18,9.963610353707478e-19,1.8914996180072194e-18,-3.6846440658658567e-19,-1.5930452803371196e-18,-1.6656580351383825e-18,-1.521538840802717e-18,-1.6924416269523941e-19,2.0722362195305295e-18,7.514244430293339e-19,-1.909050191378336e-18,-8.139018702703913e-19,1.1913747853348998e-18,1
3,-3.972274828280521e-20,-2.5502013044608797e-19,-2.3445824958136335e-19,-8.844719488393027e-20,-3.61676649432501e-20,-1.0761218131527068e-19,1.593297875406735e-20,1.6118330007493754e-19,2.1135928382146756e-20,-1.127438081090002e-19,-2.159258955812306e-19,-2.696618158264888e-19,-1.0761641336874397e-19,1.3331376422781707e-19,2.435808035075281e-19,2.0131314174442146e-19,-9.872240628332341e-20,-1.5240146300416593e-19,-1.8623566484848833e-19,-1.4463040391303016e-19,1.1031551409377225e-21,1.3003645600990815e-19,1.1217347124562158e-19,-8.692110217054524e-20,-2.3486052825082418e-19,-1.9719334118613135e-19,-1.9005318409297734e-19,-2.668829341261757e-19,-2.565519580372173e-19,6.739524621310804e-20,3.755895201490102e-19,1.1531378447827532e-19,-1.3778374837599273e-18,-1.764965401842075e-18,-1.636028792964449e-18,7.574232538018556e-19,1.8147202650325163e-18,-9.475261258218586e-19,-2.0689307466325375e-18,-9.353716066864156e-19,-1.1558132560510135e-19,-5.23576979483993e-19,-1.6980730023115411e-18,-7.688276056692982e-19,1.7833525356684134e-18,4.997852470498859e-19,-1.8399338141561725e-18,-1.8308392696828076e-18,1.9601521819805355e-18,1.1609827437323776e-18,-8.892602286679434e-19,-1.7438997841915132e-18,9.806581414129937e-19,1.763179960384531e-18,-7.471772601607046e-19,-1.9588630372132663e-18,-1.9073626795599944e-18,-1.7421138084335446e-18,-3.109049725552041e-19,2.1389613103002456e-18,8.919123680079564e-19,-1.9660006467095643e-18,-8.088422355965368e-19,1.3669880422736704e-18,1
4,4.580817640958947e-21,-2.2557637867949456e-19,-1.9274270287210813e-19,-1.3040847545685313e-20,1.2010725300836857e-19,1.3802528385036157e-19,1.1759631470753128e-19,1.2454842400309117e-19,5.728774395446279e-20,-4.4559215395011036e-20,-3.8819948965745855e-20,-1.511882427577696e-20,-3.33539250790207e-20,3.204222245272253e-20,1.7418751322620794e-19,2.0648900202027547e-19,4.2974659339028667e-20,-2.017619526444718e-19,-2.9366185429036703e-19,-1.2104613452925796e-19,2.2573994370118527e-20,9.791332255615448e-20,1.2759359327666523e-19,9.135142738803281e-20,7.246723594264752e-20,-2.5567571779814923e-20,-1.9465589257748532e-19,-1.6608734544796594e-19,3.19001696469956e-20,2.1466353630132185e-19,2.7596585149824447e-19,1.773695850577093e-19,-1.5350173550659014e-18,-1.9219267033007862e-18,-1.6937057173498533e-18,7.616159141147187e-19,1.769593890480901e-18,-9.92961515311902e-19,-1.8973089364752925e-18,-6.538052797997181e-19,-1.4205370469150025e-19,-9.140299083136725e-19,-2.1123486695493687e-18,-9.338186416822145e-19,1.8570971555404838e-18,6.28014546107403e-19,-1.7418755442318935e-18,-1.8594484314897867e-18,1.879187575789275e-18,1.1188953446700373e-18,-1.0233003974117912e-18,-1.7776992175674354e-18,1.0635709024501751e-18,1.8648283612453424e-18,-5.24704157967581e-19,-1.8034123274175745e-18,-1.816291338808386e-18,-1.6686212086881944e-18,-4.256018286254698e-19,1.8678942637492424e-18,7.527367345127017e-19,-1.8179173555371128e-18,-7.885023908959621e-19,1.1995744965544636e-18,4
5,-2.2804200395171886e-20,-7.633380124261688e-19,-7.2906163064095e-19,-4.613689052130424e-19,-3.2040790419668803e-19,-1.9748941239765842e-19,-2.23668418032508e-19,-3.138836368365127e-19,-2.162351195466716e-19,9.215412499783346e-20,2.779344172091189e-19,4.2371024699531994e-20,-5.239260377198063e-20,3.71367957453876e-19,9.821194705370352e-19,8.40275975643573e-19,4.7082837142248246e-20,-2.2935080090672276e-20,-6.46510745773226e-19,-7.285074581381631e-19,-3.658617726431269e-19,-1.0851859614814742e-19,3.339913381701881e-20,1.2106260317221986e-19,-3.4436602206159346e-20,-1.226692285513083e-19,1.64387201885085e-19,4.249538081856576e-19,5.802665875217048e-19,6.880793104821873e-19,4.586332625687864e-19,1.7736333565667138e-21,-3.720353877524496e-19,-1.167782942696553e-18,-1.3861176321779842e-18,9.053078350594623e-19,1.6376470419875389e-18,-1.3085784721694456e-18,-2.2116005494352128e-18,-9.629906104614481e-19,-4.080689337638178e-19,-9.13848159107411e-19,-1.94030854366106e-18,-8.346904284472652e-19,1.8514346933294274e-18,6.821279909384255e-19,-1.3900874159859097e-18,-9.679450775254908e-19,2.709984333121159e-18,1.959444820881383e-18,-4.986526879518542e-19,-1.7150069702816787e-18,9.940803236961268e-19,1.8696285177312493e-18,-5.027115097024349e-19,-1.96466874423024e-18,-2.362393451163123e-18,-2.3468176210145867e-18,-7.22712460422736e-19,1.8548204239784537e-18,8.655089570694639e-19,-1.5755918702634906e-18,-3.6074764960499104e-19,1.8853620533415457e-18,9
6,-2.2772138161776642e-20,-4.467834732401394e-19,-3.165100745591349e-19,-7.410320729707078e-20,7.168858093744684e-20,1.3871684317465517e-19,7.426960862169591e-20,-3.567801058990599e-20,-3.6793040890668456e-20,-1.1347475029159638e-20,-7.565534788632174e-20,-1.8956142413107441e-19,-1.414077009820539e-19,1.3536021220762834e-19,4.770241523970187e-19,4.566065327153824e-19,1.0659203445945939e-19,-1.6468747781843124e-19,-5.554230995997818e-19,-3.586793049748765e-19,-2.013913753027191e-20,1.517645767397972e-20,-1.3419514871039917e-19,-1.5909900242461685e-19,2.226683456293785e-20,1.1529022951828125e-19,5.760546962892178e-20,1.1210348234087044e-19,3.0294443125434883e-19,4.6619458327469e-19,4.3031308976551455e-19,2.0771830831484448e-19,-1.1682173367916117e-18,-1.7584672687316895e-18,-1.660120377411926e-18,7.559735607213657e-19,1.7066772284469991e-18,-9.985355784458791e-19,-1.8022844558923912e-18,-4.64791352022978e-19,1.7426036587778748e-19,-4.927235911112699e-19,-1.784546625929512e-18,-8.501506911246625e-19,1.8050783785654653e-18,6.155714555919459e-19,-1.6036082756728348e-18,-1.5295567694408325e-18,2.3124125618630143e-18,1.52588554466034e-18,-7.944920290695025e-19,-1.802632539315943e-18,1.0504856065486908e-18,1.916664998159532e-18,-5.752901653572816e-19,-2.143705549611257e-18,-2.405721407254146e-18,-2.123571476572375e-18,-5.576818596158815e-19,1.894313879598691e-18,8.487147480323364e-19,-1.6437492915660749e-18,-5.153442327653978e-19,1.5817903700236491e-18,4
7,-1.3523368235543155e-19,-6.069611947751893e-19,-5.3534495386085805e-19,-2.7550431939111424e-19,4.239404526604173e-20,-1.177255596987929e-19,-3.527378255583689e-20,-5.620764144757525e-21,-9.74982120058653e-20,-9.864603107488933e-20,-1.076087448924849e-19,-1.5416919925397988e-19,-9.17337397536182e-20,1.9138233599085143e-19,5.79985500589379e-19,4.898568971912896e-19,-2.134757502763752e-20,-2.617219911112864e-19,-4.615031000408103e-19,-4.249933316855169e-19,-4.893935449988434e-19,-2.766016009956059e-20,2.623860645539431e-19,1.043643441640301e-19,-1.848975569663296e-19,-2.5727306632625453e-19,-1.3095421845674322e-19,-2.0710349039761244e-20,2.1322898581071458e-19,5.4652802157510015e-19,5.911044600534988e-19,2.0140864122743976e-19,-1.049244279150539e-18,-1.5225155844792934e-18,-1.2603957611121341e-18,8.205072887280624e-19,1.8621794877923328e-18,-1.260719096047899e-18,-2.4601146357990244e-18,-1.0895644489798722e-18,-2.893267683068641e-19,-8.133020002710572e-19,-2.000626833851982e-18,-9.391318924224358e-19,1.7897707437573353e-18,6.03856520462891e-19,-1.6205328199316782e-18,-1.5008973692412066e-18,2.425786816154837e-18,1.4331190386755492e-18,-8.531752608861524e-19,-1.3555130003476416e-18,9.734990287711596e-19,1.542395239307913e-18,-5.133109936643902e-19,-1.4272765878522239e-18,-1.5129603900674718e-18,-1.600573269701322e-18,-3.5021669235844675e-19,1.9691419277562936e-18,8.228687318963493e-19,-1.694992422581306e-18,-4.764794311766733e-19,1.7500032482627768e-18,3
8,-3.826496465056824e-20,-6.814400872440332e-19,-7.162363899995961e-19,-3.1277751046524336e-19,1.1910158532227091e-19,2.888082027544203e-19,3.573088550651851e-20,-2.243179189997159e-19,-8.274342533051828e-20,1.5063514459523014e-19,1.286820390389791e-19,-1.239590197671663e-19,-1.9778867318596697e-19,1.6231077873816669e-19,6.555604268542345e-19,6.131138196212591e-19,-9.51055572144364e-20,-1.2899841871833743e-19,-4.458063605053568e-19,-4.282774749934266e-19,-1.5019560886549808e-19,-8.283920905433433e-20,-1.620626096596092e-19,-1.2002293457187464e-19,1.1626993616244765e-19,3.533470418621548e-19,3.517173927517407e-19,1.7820145205592742e-19,1.0691015896049587e-19,3.9755820726996223e-19,4.968939068637093e-19,2.919327815131156e-20,-4.941214414322875e-19,-1.0813072106684292e-18,-1.359303666996295e-18,7.400746596604368e-19,1.6363027998109162e-18,-8.989126837544959e-19,-1.5649365979668714e-18,-4.2149142862615117e-19,-1.2206421595843684e-19,-8.209866122644498e-19,-1.7570333179374853e-18,-5.907949877781307e-19,1.8741300178660092e-18,5.040536209319975e-19,-1.616183041483821e-18,-1.1846021848231196e-18,2.5296840147350568e-18,1.7402651198094907e-18,-4.885386587597305e-19,-1.5658434581514262e-18,1.1520439258218296e-18,1.9051665684511158e-18,-7.694942379450187e-19,-2.575519855791127e-18,-3.025029498756325e-18,-2.7882780254465578e-18,-9.894470460169645e-19,1.837401771095351e-18,8.746717044429994e-19,-1.7126061673995847e-18,-3.710443716835255e-19,1.8882641316402264e-18,4
9,3.061137856257996e-20,-4.179975798607207e-19,-4.1410921353355433e-19,-1.134255597289668e-19,1.3547268472193064e-19,1.856397001813354e-19,8.262666301483372e-20,1.5245870121515452e-20,-4.784705588772592e-22,-1.0252130117299928e-19,-3.346522596854995e-20,-6.6472973156681295e-21,-6.655405871668838e-20,7.742385553827823e-20,3.878596483556779e-19,4.383022793464477e-19,3.8068061422758384e-20,-2.684636414839571e-19,-5.272342482559208e-19,-3.263758470767515e-19,-5.428697395840371e-20,1.0737953209711897e-19,1.492173032978559e-19,9.146135438466314e-20,5.0647057693366905e-20,3.7935198519856636e-20,-6.932538079855257e-20,-7.545691748111635e-20,1.3923780954733487e-19,3.798842000876865e-19,4.2080028512930946e-19,2.0343090809261002e-19,-1.1899423141846804e-18,-1.6799560080646495e-18,-1.6465569695316582e-18,6.9591043235775655e-19,1.6852524117003068e-18,-1.0344555588943075e-18,-1.88207023423306e-18,-6.222986180632661e-19,-9.73733331387993e-20,-8.34007689779293e-19,-2.0375582962958944e-18,-8.647355419465514e-19,1.8414383975565104e-18,5.865007130070301e-19,-1.6827388540125808e-18,-1.6255827414115608e-18,2.3678266690213453e-18,1.6011464196479281e-18,-7.385407522976544e-19,-1.6870538912651978e-18,1.0762552722798137e-18,1.8760151969675385e-18,-4.749589583166165e-19,-1.7769934444281866e-18,-1.951838465448841e-18,-1.892761271930092e-18,-5.016513391915555e-19,1.8608003929523204e-18,7.587705001459186e-19,-1.7117997536749736e-18,-5.497433520733604e-19,1.5835659683754322e-18,8
