,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,-8.65886745885286e-20,-7.470832962854871e-19,-5.262727845221474e-19,2.621959914104679e-20,1.2896956880214954e-19,-1.4264603650098348e-19,-3.4214405032690475e-19,-3.3778702770010943e-19,-1.7520698918449189e-19,7.445313613508545e-20,6.709958585965089e-20,-1.974175365564213e-19,-1.3857957119020747e-19,2.786194202669845e-19,7.622708147257389e-19,6.361958750702631e-19,1.926940211461008e-19,-5.425325020660481e-20,-5.208725832644204e-19,-4.721742730430596e-19,-1.4463506966918272e-19,3.469272106867472e-20,-2.5327797607457515e-20,-6.507292535675105e-20,-7.818492024852796e-20,-1.5927310187586297e-19,3.745790061743898e-20,3.275971444174698e-19,4.559682592244662e-19,5.9159385726063715e-19,5.29036798420978e-19,2.4996568271737073e-19,-5.6459241915097555e-19,-1.4216979818843267e-18,-1.5988327670832312e-18,7.495001080195108e-19,1.782192919468193e-18,-1.1174473492474608e-18,-2.384068448194149e-18,-1.2985846718605793e-18,-5.76898526580245e-19,-9.161667034542713e-19,-1.874287865548356e-18,-8.149661070088228e-19,1.7914052657093057e-18,5.698055727982737e-19,-1.436706214151851e-18,-9.864010093573482e-19,2.638921143799617e-18,1.7170333194943545e-18,-6.373532113151498e-19,-1.6912711056365946e-18,8.752196921575984e-19,1.6313221686980186e-18,-6.739515965107234e-19,-2.0049023745968857e-18,-2.3176076603587447e-18,-2.3016566809860987e-18,-8.303756985913851e-19,1.810593956977588e-18,9.293913938364438e-19,-1.482542366643073e-18,-1.4251151478789922e-19,2.0212946063285085e-18,3
1,9.251799055384772e-21,-6.798851902505583e-19,-6.707614123908437e-19,-1.8814648886485516e-19,-1.4837567448389853e-20,-1.1522562095176192e-19,-2.329587689623619e-20,2.6626430871360858e-20,-1.0516526125450394e-19,-1.701851380780668e-19,-1.9832283704720318e-19,-2.1467218332352722e-19,9.024418265878286e-21,4.40454366579839e-19,8.141788085813043e-19,6.723276775641947e-19,3.117329882223136e-20,-4.763936772810443e-20,-4.6092250134436495e-19,-5.162249588722251e-19,-1.5883393299768322e-19,1.1967502586901354e-19,1.0582422154882615e-19,-3.5227956371163346e-20,-1.31688779193231e-19,-1.5921526993475187e-19,-5.464860648658459e-20,5.374349756848061e-20,1.316877581315009e-19,3.8418152941517286e-19,5.437860468357296e-19,1.7877414551677797e-19,-5.347050011364576e-19,-1.3224910749369279e-18,-1.5857353064485353e-18,7.056038621171907e-19,1.756842362899303e-18,-1.0821129922649766e-18,-2.1401595091382527e-18,-8.248111496842302e-19,-2.3282212280091463e-20,-5.191033744455427e-19,-1.73084341605842e-18,-8.052160180870684e-19,1.791630627621549e-18,5.928878739734431e-19,-1.4694840325142443e-18,-1.0630079812943954e-18,2.7139353616725503e-18,1.8504116001100865e-18,-5.165190706917057e-19,-1.671633259516883e-18,9.157274333135626e-19,1.795115879971856e-18,-5.049742967126768e-19,-1.7683857630912474e-18,-1.9294292106909955e-18,-1.909533901024043e-18,-4.830257929055451e-19,2.058608046741609e-18,9.796825586104643e-19,-1.6738781214225326e-18,-3.820991793195095e-19,1.992820062740037e-18,8
2,-3.201790867633733e-20,-7.292653090289305e-19,-6.920553628091143e-19,-1.1188106714499536e-19,1.7090205722131122e-19,3.434762938449037e-20,-9.487282845074277e-20,3.706901676360623e-20,2.2631265447900668e-19,1.755045307156808e-19,-1.6160873998662093e-19,-1.572130322648567e-19,1.845320632778043e-19,4.1195926038018685e-19,7.451996482311223e-19,6.033425163962653e-19,1.4249798460051348e-19,9.758565466806873e-20,-3.537532805118226e-19,-4.062189573816192e-19,-3.433439255456687e-19,-4.830179512541368e-19,-5.489425293745179e-19,-3.1486005814693615e-19,-1.1637513954622685e-19,8.32931257937909e-20,2.4195087352047514e-19,1.6682881112929538e-19,2.678078728094365e-19,6.129685410381002e-19,4.452567630785929e-19,4.627795957020445e-20,-5.02934022853535e-19,-1.3359396190531868e-18,-1.5791056546357153e-18,7.900074528124972e-19,1.9164767858658426e-18,-7.698564589171927e-19,-1.7368280168072255e-18,-4.660703941153029e-19,3.2801408544577123e-19,-2.466225230655054e-19,-1.7514045313958373e-18,-1.0133599596308623e-18,1.7889847435584388e-18,6.749617552918084e-19,-1.4482664088790208e-18,-1.0126119079058425e-18,2.461025426446169e-18,1.5921843594712265e-18,-7.754782907622898e-19,-1.7256897608460218e-18,1.0635354697469439e-18,1.749604994136509e-18,-1.0290346611864515e-18,-2.7589361713132205e-18,-2.7530521944725164e-18,-2.161570138387985e-18,-3.8546054288829147e-19,2.1022049034459737e-18,8.000300474760524e-19,-1.7604244885309222e-18,-2.9964943025815305e-19,1.8709450715904528e-18,7
3,-1.2156080453530254e-19,-5.498370467287443e-19,-4.078745014435855e-19,-1.1595813948698147e-19,5.728505239452787e-20,1.0923324647375445e-19,2.4757271013307372e-20,-1.0390087172952966e-19,-1.1611014617771956e-19,-7.75103320713939e-21,8.983712976671484e-20,-2.973390716224831e-20,-1.949987202631864e-19,-2.9900552816096364e-20,4.533330344113031e-19,5.065144461794254e-19,-2.4080243167350013e-20,-2.6068225028272462e-19,-4.5394500551562795e-19,-3.1148643776684406e-19,-3.85377919536086e-20,1.6113223041849287e-19,1.9685812769941415e-19,1.9022523837297542e-19,1.1701216732003823e-19,-1.1594605214432933e-19,-1.588286406217437e-19,1.0350389668173361e-19,3.4495479253928414e-19,4.127696719965186e-19,3.8066394973931355e-19,2.2548024767924275e-19,-1.0605469757607844e-18,-1.5679965228021832e-18,-1.4915269692173267e-18,8.222082376878016e-19,1.6892079116777835e-18,-1.1828469663585346e-18,-2.159274935869784e-18,-9.457348070422067e-19,-4.763682250516542e-19,-1.1696362184527733e-18,-2.2091162741027723e-18,-9.104034966087735e-19,1.9203658824332276e-18,6.1667600428681e-19,-1.7737184494713315e-18,-1.569762387883617e-18,2.401302367648927e-18,1.4731564589096164e-18,-7.64088962383056e-19,-1.673991222867271e-18,1.0141459730595505e-18,1.823741092000155e-18,-4.1013130397075844e-19,-1.5929027770420457e-18,-1.737435730145354e-18,-1.811529578809754e-18,-6.609382780469295e-19,1.6890975896420524e-18,7.688092376439552e-19,-1.6312668437300425e-18,-5.237713499537731e-19,1.6825278092776397e-18,9
4,-1.1889863370838896e-20,-7.84139675494167e-19,-5.554140045059752e-19,-5.319954898958027e-20,1.847670794890963e-19,1.7049284391656813e-19,-4.8909429924573555e-20,-1.5279412374310504e-19,3.238771822511819e-20,1.6918774395675146e-19,1.118082223743379e-19,-1.806872346459971e-20,-1.122364759005955e-19,4.47656106139493e-20,4.817287234820066e-19,6.237011133612283e-19,2.875364358108655e-20,-2.2894376180772377e-19,-5.603670296629718e-19,-5.175023474775775e-19,-3.400739535195254e-19,-2.403114924889174e-19,-1.276299893996877e-19,7.794567244284622e-20,9.606017502963555e-20,2.363850589337942e-20,8.068199518966013e-20,2.387157089995251e-19,5.045098295356427e-19,7.022635946102405e-19,5.284141656293653e-19,1.414382317342992e-19,-8.274381971404801e-19,-1.445312231340575e-18,-1.5000279280680819e-18,8.51766013379089e-19,1.7371244327545688e-18,-1.1131968289762262e-18,-1.9889467057640533e-18,-7.189046624452885e-19,-2.4023678281947814e-19,-9.887021682118776e-19,-2.203755256192835e-18,-1.0099657902611772e-18,1.8454955051188177e-18,6.619455406377177e-19,-1.6345911667310156e-18,-1.4805123046730868e-18,2.5935192117956046e-18,1.6675829280810667e-18,-6.606879277753592e-19,-1.6154719063394559e-18,1.0429427378085926e-18,1.7855522780026186e-18,-6.253656568471105e-19,-2.040249557230669e-18,-2.1840907716920803e-18,-1.99329466806494e-18,-6.148935192853104e-19,1.7384582357844183e-18,7.155915053943215e-19,-1.64290022165544e-18,-3.4853480073559143e-19,1.8567111262791623e-18,9
5,3.1716584653018965e-19,-5.233611049207344e-19,-1.6829553211552813e-18,-1.4525905924190917e-18,-7.627708660877567e-19,-6.005277545916365e-19,-1.5240972046027962e-19,5.628345877051345e-19,3.925282721280179e-19,1.8885932087097678e-20,1.4869411767895916e-19,5.533117006314691e-19,1.044988057596852e-18,1.529050623604424e-18,1.547643020055141e-18,8.184267197823715e-19,-2.5614353512946757e-19,8.556522403663991e-19,7.954833620721016e-19,-2.193164861557926e-21,-3.7880501056053864e-19,-3.4986936969583793e-19,-6.438655760631236e-20,-7.017309465607573e-20,-2.331693333491364e-19,-3.8437405045499216e-20,-7.038397760338771e-20,-4.40754569440544e-19,-6.395144161378751e-19,-5.876577435677649e-19,-7.161856453147837e-19,-9.092594276155212e-19,1.3935666343230628e-18,4.450110162202469e-19,-7.932764620226509e-19,9.056009126108493e-19,1.952914660749926e-18,-6.058710614072961e-19,-1.6367766074255985e-18,-5.794638792281811e-19,9.554370218291762e-20,-6.18588434031214e-19,-1.940069972431238e-18,-8.680566739498561e-19,1.975208940492646e-18,1.0489642370809221e-18,-6.394756796458532e-19,3.5073505572087794e-19,1.340949326633114e-18,1.1598248086963083e-18,-6.515716752727491e-19,-1.547551660970813e-18,1.2265943522828298e-18,1.8220561664467968e-18,-1.1491387951294558e-18,-2.773281659764771e-18,-2.5006313795489498e-18,-1.7718084718729524e-18,-4.3482577621816786e-20,2.3837143963709653e-18,9.57911468100467e-19,-2.13836615480612e-18,-1.3495653611614837e-18,6.218140306630579e-19,0
6,2.841662632721885e-20,-1.9805864562020267e-19,-2.0285880299750313e-19,-5.766153168090242e-20,1.321866263382905e-19,2.1302403906448178e-19,1.2520902743740037e-19,3.6135230040926013e-20,-2.5417421555611105e-20,-1.0733503690729245e-19,-2.53707830199264e-20,5.3130426045095505e-20,3.5580647824688664e-20,9.43867119920846e-20,2.0493179134367026e-19,2.1583563533413966e-19,9.752893455645241e-20,-1.498229985298185e-19,-3.3916437603134416e-19,-1.0221349638040393e-19,1.609533870190473e-19,1.971439517545371e-19,1.3580089634974316e-19,1.2849748429843586e-19,1.6383810750015171e-19,6.315968952492366e-20,-8.928528937275924e-20,-6.119838171979617e-20,7.787284283773166e-20,1.8031456097971193e-19,2.148813846380134e-19,1.7589904483266259e-19,-1.5045852436340554e-18,-1.9556235459483053e-18,-1.7334902558018948e-18,7.114086240976816e-19,1.7093823918703933e-18,-9.700239424809458e-19,-1.7724831690639586e-18,-5.304688183480695e-19,-1.1806651594567383e-19,-9.199647573748131e-19,-2.046222482867538e-18,-8.507126015131452e-19,1.9018837969782813e-18,6.54455279716791e-19,-1.694552851938632e-18,-1.795977066394284e-18,1.874910918014317e-18,1.1514746235292282e-18,-1.0417746304840555e-18,-1.8672752063340735e-18,1.0850840075794031e-18,1.989578389686819e-18,-4.1741284571971416e-19,-1.814506946668597e-18,-1.996344255944531e-18,-1.965569514102058e-18,-6.126359967532248e-19,1.848390093969938e-18,7.837334897850878e-19,-1.7946123807328864e-18,-7.912583101763239e-19,1.1746129223588342e-18,1
7,-5.675318853274101e-21,-1.9310067583752478e-19,-1.3561223335024722e-19,-1.2560363222235004e-20,5.429091661082242e-20,4.217359816520019e-20,1.5616087160239322e-20,-3.786680742305739e-20,-4.4696557837902854e-20,4.629970970527303e-20,4.8483757784445165e-21,-1.3811868541660158e-19,-1.7629696034620037e-19,-3.044523521850863e-20,2.044998742921964e-19,2.3376706004877113e-19,-3.517552796006271e-20,-2.1413130573708295e-19,-2.62382494219849e-19,-1.6398516725084605e-19,-2.5648073800281538e-20,5.091373201843876e-20,-3.608848698730064e-20,-1.1042478793943926e-19,-4.265165609101807e-23,4.84743596462119e-20,2.2599126954622308e-20,1.7514439053130333e-20,4.269182552732439e-20,1.120151254040993e-19,2.3199216554575845e-19,1.8568245757509085e-19,-1.5553615026139493e-18,-1.920723523351154e-18,-1.6699327993653503e-18,7.872698388334039e-19,1.7838273303018072e-18,-1.0173021808109504e-18,-1.991775684486354e-18,-7.377730828829113e-19,-1.4061563545581117e-19,-7.760000252299035e-19,-1.9304105943200937e-18,-8.124619712043331e-19,1.918076669891841e-18,6.220179869871141e-19,-1.7977410615284744e-18,-1.9064225143731924e-18,1.864601272225833e-18,1.1007192707534872e-18,-9.634822506658867e-19,-1.767381412291174e-18,9.893201621033499e-19,1.7635084808502544e-18,-6.508517177794188e-19,-2.088155744521946e-18,-2.258125384646055e-18,-2.0503999671971655e-18,-6.058063493743209e-19,1.852474347356743e-18,8.129839137748778e-19,-1.8277052729043765e-18,-9.031261185081581e-19,1.1361156167918913e-18,1
8,6.407315841068525e-20,-8.617558029837055e-19,-1.1299831030666488e-18,-5.82207986260691e-19,-2.2665199143242365e-19,-3.4296832937981944e-19,-2.347053108519746e-19,1.727924285292916e-19,1.2341764894466497e-19,-9.342252597901357e-20,6.848814545517828e-20,3.0761573672650168e-19,5.357870406498398e-19,8.672588925316177e-19,1.1376832155574699e-18,8.239385311139661e-19,9.104984900231655e-20,1.7037343457577976e-19,-3.072707284307804e-19,-4.6319452082515315e-19,-2.6935088376610197e-19,-1.6804491953850954e-20,3.1482051439226875e-19,2.849192018737907e-19,-9.433372253238126e-20,-3.8532710440165605e-19,-3.9723495904244017e-19,-1.5502628088413595e-19,2.0342013301012802e-19,4.791931887338543e-19,3.3619632851168805e-19,-5.3825842278171255e-20,1.6705826554767323e-19,-7.880919716868632e-19,-1.3687471719701913e-18,7.721705401457245e-19,1.786798116025245e-18,-1.0502646277445858e-18,-2.2085397747055694e-18,-1.1114454419403382e-18,-4.3835351675299175e-19,-1.0057803257044717e-18,-2.2000706834626614e-18,-1.102027337761804e-18,1.7575073927054917e-18,7.566084428762857e-19,-1.1451891811269686e-18,-5.073423065699108e-19,2.7270216957914326e-18,1.912256277269639e-18,-5.473048795229669e-19,-1.6435137311265546e-18,1.0527336021165002e-18,1.8146117608825072e-18,-5.476856756700162e-19,-1.640578278461747e-18,-1.5353913670335764e-18,-1.4092978518946564e-18,-1.7035873870977882e-19,2.058701251043654e-18,8.55043415716617e-19,-1.665178832304443e-18,-3.1737116219101207e-19,1.98733728505569e-18,5
9,1.111327173641698e-19,-5.093265167740881e-19,-6.847636573451419e-19,-2.6510146434559678e-19,1.0879372002408527e-19,3.830854329856327e-20,-1.6656022102557401e-19,-4.60031561575244e-20,9.133984718072077e-20,7.552776529220906e-20,2.1607321914753736e-19,2.822843118573251e-19,1.5211910756681648e-19,2.7451688879128057e-19,6.030060127404693e-19,5.918896288924748e-19,8.101787126689693e-20,-1.962134724028746e-19,-5.942025035894039e-19,-2.9375061885639856e-19,1.3789417860895272e-20,1.3660265652656399e-19,2.2680922584196185e-19,2.690369345851839e-19,1.1523117586876912e-19,-1.4555107655026463e-19,-2.6593945309167875e-19,-1.6300878942473873e-19,1.2763641771299647e-19,3.747079838556916e-19,3.229828769540802e-19,1.0215374674777254e-19,-6.863258499299786e-19,-1.3255656480532325e-18,-1.6429772876093446e-18,5.549987818202903e-19,1.6894359252126252e-18,-9.13140705549703e-19,-1.941131860754381e-18,-1.0656586282017153e-18,-7.434699783380817e-19,-1.349486735579573e-18,-2.2746504164749253e-18,-9.287440152794045e-19,1.8514903718091224e-18,5.902834825377859e-19,-1.5512871728773701e-18,-1.2483038981726662e-18,2.5960406356832804e-18,1.960969279923817e-18,-5.609935487082612e-19,-1.6577339652063174e-18,1.1075029636316385e-18,1.846613534195707e-18,-6.402983541268562e-19,-1.972737800540297e-18,-1.9861793598279242e-18,-1.8932768781114566e-18,-5.68601635985548e-19,1.8236731393305208e-18,7.164899867425807e-19,-1.683490036743927e-18,-4.1365302129673937e-19,1.749041443362888e-18,2
